ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
MYOH,Samindo Resources Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2000-07-27,Development,2206312500,2316628125000
MYOR,Mayora Indah Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, ESGQKEHATI, I-GRADE, IDX80, IDXNONCYC, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, Investor33, ISSI, JII70, KOMPAS100, MBX, MNC36",1990-07-04,Main,22358699725,37674409036625
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC",1989-10-10,Watchlist,7747281949,317638559909
NAIK,Adiwarna Anugerah Abadi Tbk.,Industrials,Industrial Services,Diversified Industrial Trading,Diversified Industrial Trading,C211,"COMPOSITE, DBX, IDXINDUST, ISSI",2024-11-13,Development,3329422047,289659718089
NANO,Nanotech Indonesia Global Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,ABX,2022-03-10,Acceleration,4285440269,124277767801
NASA,Andalan Perkasa Abadi Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",,Watchlist,11004929322,330147879660
NASI,Wahana Inti Makmur Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2021-12-13,Development,807400000,104154600000
NATO,Olympus Strategic Indonesia Tb,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM",2019-01-18,Development,8001111504,5360744707680
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,ABX,2023-02-06,Acceleration,2550011472,153000688320
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, ECONOMIC30, IDXBASIC, IDXLQ45LCL, IDXQ30, IDXV30, KOMPAS100",2023-04-12,Development,63098600000,56473247000000
NELY,Pelayaran Nelly Dwi Putri Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXSMC-COM, IDXTRANS, ISSI",2012-10-11,Development,2350000000,470000000000
NEST,Esta Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",,Development,4112500000,2837625000000
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM",2022-01-26,Development,41360517722,2109386403822
NFCX,NFC Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXSMC-COM, IDXTECHNO, ISSI",2018-07-12,Development,666667500,996667912500
NICE,Adhi Kartiko Pratama Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2024-01-09,Development,6082020000,1532669040000
NICK,Charnic Capital Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,G512,"COMPOSITE, DBX, IDXFINANCE",2018-05-02,Development,651150000,794403000000
NICL,PAM Mineral Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2021-07-09,Development,10635644907,5062566975732
NIKL,Pelat Timah Nusantara Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, IDXBASIC, IDXMESBUMN, IDXSMC-COM, ISSI",2009-12-14,Development,2523350000,494576600000
NINE,Techno9 Indonesia Tbk.,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware,I221,ABX,2022-12-05,Acceleration,2157000000,157461000000
NIRO,City Retail Developments Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM",2012-09-13,Development,22198871804,3307631898796
NISP,Bank OCBC NISP Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXFINANCE, IDXSMC-COM, IDXVESTA28, INFOBANK15, MBX",1994-10-20,Main,22715776032,29303351081280
NOBU,Bank Nationalnobu Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2013-05-20,Main,7403659460,3509334584040
NPGF,Nusa Palapa Gemilang Tbk.,Basic Materials,Basic Materials,Chemicals,Agricultural Chemicals,B112,"COMPOSITE, DBX, IDXBASIC",2021-04-14,Development,3240235840,194414150400
NRCA,Nusa Raya Cipta Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM, ISSI",2013-06-27,Development,2496258344,1238144138624
NSSS,Nusantara Sawit Sejahtera Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",2023-03-10,Development,23801568645,26300733352725
NTBK,Nusatama Berkah Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, DBX, IDXINDUST, ISSI",2022-02-09,Development,2700064877,251106033561
NUSA,Sinergi Megah Internusa Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC",2018-07-12,Watchlist,7700000148,385000007400
NZIA,Nusantara Almazia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2019-09-25,Development,2197540705,309853239405
OASA,Maharaksa Biru Energi Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2016-07-18,Development,6347220000,2056499280000
OBAT,Brigit Biofarmaka Teknologi Tb,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, ISSI",2025-01-13,Development,680376575,167372637450
OBMD,OBM Drilchem Tbk.,Basic Materials,Basic Materials,Chemicals,Specialty Chemicals,B113,"COMPOSITE, DBX, IDXBASIC, ISSI",2021-12-08,Development,805992931,145078727580
OCAP,Onix Capital Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, IDXFINANCE",2003-10-10,Watchlist,273200000,43438800000
OILS,Indo Oil Perkasa Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC",2021-09-06,Development,454056563,105341122616
OKAS,Ancora Indonesia Resources Tbk,Basic Materials,Basic Materials,Chemicals,Specialty Chemicals,B113,"COMPOSITE, DBX, IDXBASIC, ISSI",2006-03-29,Development,2373449165,242091814830
OLIV,Atlas Nexus Group Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,ABX,2022-05-17,Acceleration,1900073314,96903739014
OMED,Jayamas Medica Industri Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2022-11-08,Main,27058850000,5898829300000
OMRE,Indonesia Prima Property Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM",,Development,2945211000,3210279990000
OPMS,Optima Prima Metal Sinergi Tbk,Basic Materials,Basic Materials,Metals & Minerals,Iron & Steel,B144,"COMPOSITE, DBX, IDXBASIC",2019-09-23,Development,1000000000,130000000000
PACK,Abadi Nusantara Hijau Investam,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,ABX,2023-02-08,Acceleration,34100039575,8030847906280
PADA,Personel Alih Daya Tbk.,Industrials,Industrial Services,Professional Services,Human Resource & Employment Services,C231,"COMPOSITE, DBX, IDXINDUST, ISSI",2022-12-08,Development,3150000000,453600000000
PADI,Minna Padi Investama Sekuritas,Financials,Investment Service,Investment Services,Investment Banking & Brokerage Services,G312,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2012-01-09,Main,13568695829,936240012201
PALM,Provident Investasi Bersama Tb,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXFINANCE, IDXSMC-COM, ISSI, MBX",2012-10-08,Main,15732874458,4593999341736
PAMG,Bima Sakti Pertiwi Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2019-07-05,Development,3125000000,175000000000
PANI,Pantai Indah Kapuk Dua Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, ECONOMIC30, IDX80, IDXPROPERT, KOMPAS100, MBX",2018-09-18,Main,18189502198,113684388737500
PANR,Panorama Sentrawisata Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Travel Agencies,E513,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2001-09-18,Development,1387500000,579975000000
PANS,Panin Sekuritas Tbk.,Financials,Investment Service,Investment Services,Investment Banking & Brokerage Services,G312,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2000-05-31,Main,720000000,1098000000000
PART,Cipta Perdana Lancar Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2024-07-05,Development,2850594054,290760593508
PBID,Panca Budi Idaman Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",2017-12-13,Main,7500000000,3975000000000
PBRX,Pan Brothers Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags",E411,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",,Watchlist,21482028246,558532734396
PBSA,Paramita Bangun Sarana Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2016-09-28,Development,3000000000,2310000000000
PCAR,Prima Cakrawala Abadi Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Food Retail & Distributors,D112,"COMPOSITE, IDXNONCYC, ISSI",2017-12-29,Watchlist,1166666700,52500001500
PDES,Destinasi Tirta Nusantara Tbk,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Travel Agencies,E513,"COMPOSITE, IDXCYCLIC, ISSI",2008-07-08,Development,715000000,267410000000
PDPP,Primadaya Plastisindo Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2022-11-09,Development,3061341438,942893162904
PEGE,Panca Global Kapital Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE",2005-06-24,Development,3777889408,362677383168
PEHA,Phapros Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, ISSI",2018-12-26,Development,840000000,220080000000
PEVE,Penta Valent Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM, ISSI",2023-01-24,Development,1765625000,593250000000
PGAS,Perusahaan Gas Negara (Persero,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXBUMN20, IDXENERGY, IDXG30, IDXHIDIV20, IDXLQ45LCL, IDXMESBUMN, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXV30, IDXVESTA28, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, SMinfra18, SRI-KEHATI",2003-12-15,Main,24241508196,36362262294000
PGEO,Pertamina Geothermal Energy Tb,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXBUMN20, IDXESGL, IDXINFRA, IDXLQ45LCL, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, KOMPAS100, LQ45, MBX, MNC36, SMinfra18, SRI-KEHATI",2023-02-24,Main,41899535623,42318530979230
PGJO,Bahtera Bumi Raya Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,,2020-01-08,Watchlist,795859095,604852912200
PGLI,Pembangunan Graha Lestari Inda,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2000-04-05,Development,488000000,95648000000
PGUN,Pradiksi Gunatama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC, ISSI",2020-07-07,Development,5737848882,43177312837050
PICO,Pelangi Indah Canindo Tbk,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",1996-09-23,Development,568375000,72183625000
PIPA,Oxala Energy International Tbk,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, DBX, IDXINDUST",2023-04-10,Development,3426097190,411131662800
PJAA,Pembangunan Jaya Ancol Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities,E514,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2004-07-02,Development,1599999996,719999998200
PJHB,Pelayaran Jaya Hidup Baru Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2025-11-06,Development,1920773981,322677610248
PKPK,Paragon Karya Perkasa Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2007-07-11,Development,1200000000,4716000000000
PLAN,Planet Properindo Jaya Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,ABX,2020-09-15,Acceleration,896709596,34971674244
PLAS,Polaris Investama Tbk,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, IDXFINANCE",2001-03-16,Watchlist,1184200000,59210000000
PLIN,Plaza Indonesia Realty Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI",1992-06-15,Watchlist,3550000000,8910500000000
PMJS,Putra Mandiri Jembar Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,E745,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2019-12-18,Development,13755600000,1595649600000
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, IDXNONCYC",2020-12-18,Watchlist,2588300000,129415000000
PMUI,Prima Multi Usaha Indonesia Tb,Consumer Cyclicals,Retailing,Consumer Distributors,Consumer Distributors,E711,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2025-07-10,Development,5800000000,551000000000
PNBN,Bank Pan Indonesia Tbk,Financials,Banks,Banks,Banks,G111,"COMPOSITE, I-GRADE, IDXFINANCE, IDXSMC-COM, INFOBANK15, MBX, PRIMBANK10",1982-12-29,Main,23837645998,21334693168210
PNBS,Bank Panin Dubai Syariah Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM, ISSI",2014-01-15,Development,38425504906,1921275245300
PNGO,AEP Pinago Plantations Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI",,Watchlist,781250000,2781250000000
PNIN,Paninvest Tbk.,Financials,Insurance,Insurance,General Insurance,G412,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",1983-09-20,Main,4068323920,2949534842000
PNLF,Panin Financial Tbk.,Financials,Insurance,Insurance,Life Insurance,G413,"COMPOSITE, ECONOMIC30, IDX80, IDXFINANCE, IDXSMC-COM, IDXV30, KOMPAS100, MBX",1983-06-14,Main,32022073293,7301032710804
PNSE,Pudjiadi & Sons Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC",1990-05-01,Development,797813496,390928613040
POLA,Pool Advista Finance Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2018-11-16,Development,3351075600,194362384800
POLI,Pollux Hotels Group Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2019-01-10,Development,2010526400,1457631640000
POLL,Pollux Properties Indonesia Tb,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",2018-07-11,Watchlist,8318823600,931708243200
POLU,Golden Flower Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags",E411,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2019-06-26,Development,750000000,9187500000000
POLY,Asia Pacific Fibers Tbk,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC",1991-03-12,Watchlist,2495753334,79864106688
POOL,Pool Advista Indonesia Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, IDXFINANCE",1991-05-20,Watchlist,2341366264,117068313200
PORT,Nusantara Pelabuhan Handal Tbk,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Marine Ports & Services,J113,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI, MBX",2017-03-16,Main,2813941985,2434059817025
POSA,Bliss Properti Indonesia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",2019-05-10,Watchlist,8388870206,419443510300
POWR,Cikarang Listrindo Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXINFRA, IDXSMC-COM, ISSI, MBX, SRI-KEHATI",2016-06-14,Main,16087156000,11663188100000
PPGL,Prima Globalindo Logistik Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,ABX,2020-07-20,Acceleration,771178020,161947384200
PPRE,PP Presisi Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM, ISSI",2017-11-24,Development,10224271000,1053099913000
PPRI,Paperocks Indonesia Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",,Development,1075027288,160179065912
PPRO,PP Properti Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM",2015-05-19,Watchlist,61675671883,986810750128
PRAY,Famon Awal Bros Sedaya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2022-11-08,Main,13959422300,9771595610000
PRDA,Prodia Widyahusada Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2016-12-07,Main,937500000,2250000000000
PRDL,Prodia Diagnostic Line Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH",2026-07-09,Development,1742900000,474068800000
PRIM,Royal Prima Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, DBX, IDXHEALTH, ISSI",2018-05-15,Development,3393434905,346130360310
